This file is an ordered list of 16bit choices for two additional miller-rabin
bases to use in conjunction with bases 2 and 15, for doing primality testing of
a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to all
four of the following bases: base[0]=2, base[1]=15,
base[2]=column1_base_number, and base[3]=column2_base_number.

The roughly 15000 listed base combinations are the best out of the exhaustive
list of all possible combinations of two 16bit base values (approximately 2
billion combinations all evaluated).

total pseudoprimes   base number   base number
10876  8325   49972
10876  9477   25435
10876  9477   31286
10876  9477   33890
10876  9477   45325
10876  10192  30465
10876  10458  61893
10876  10596  22932
10876  10933  49227
10876  11674  16848
10876  11700  12530
10876  12493  24309
10876  13312  49049
10876  13312  53853
10876  13725  36517
10876  14800  17797
10876  14985  51597
10876  15028  27336
10876  15925  23680
10876  15925  55573
10876  15925  65416
10876  16848  30784
10876  17173  61893
10876  17629  19773
10876  17629  36517
10876  18777  37908
10876  22875  60112
10876  26973  40768
10876  30431  46800
10876  30465  40768
10876  30784  49972
10876  31213  44079
10876  32269  51597
10876  33813  35557
10876  34154  60112
10876  35964  63700
10876  37192  43732
10876  39146  63700
10876  39212  65533
10876  40768  56232
10876  43732  60889
10876  45253  58757
10876  54925  63851
10876  58562  63700
10876  62088  63700
10877  13     2898
10877  52     34769
10877  52     48620
10877  117    53137
10877  185    12493
10877  195    50314
10877  208    34769
10877  325    49049
10877  437    29952
10877  468    6992
10877  555    19500
10877  637    2396
10877  637    11840
10877  637    38336
10877  637    50409
10877  1053   48951
10877  1480   63700
10877  1525   15028
10877  1573   53428
10877  1635   24037
10877  1872   53137
10877  2368   3757
10877  2898   3328
10877  2898   53248
10877  2925   17412
10877  2925   25036
10877  2925   30431
10877  3757   22875
10877  3757   24400
10877  3881   11700
10877  4693   47910
10877  4693   54900
10877  5733   7188
10877  5733   53598
10877  6100   15028
10877  6790   24037
10877  6877   23793
10877  8325   54925
10877  8991   33813
10877  9477   18777
10877  9477   29524
10877  9477   47147
10877  9477   58898
10877  10192  26973
10877  10192  31377
10877  11225  54925
10877  11956  17797
10877  11956  43732
10877  11988  61893
10877  12493  47360
10877  13312  30431
10877  13312  34769
10877  13312  48620
10877  14157  57564
10877  15012  36517
10877  15028  18471
10877  15925  24906
10877  18634  54925
10877  18772  54900
10877  19284  65533
10877  20406  22932
10877  21704  45253
10877  21853  52916
10877  22932  26714
10877  23680  63700
10877  23976  58357
10877  24400  60112
10877  24993  61893
10877  25168  44469
10877  25168  53428
10877  25301  37908
10877  26205  32500
10877  26325  44506
10877  27336  56355
10877  29531  51597
10877  29952  53137
10877  31377  40768
10877  32624  58357
10877  33705  56628
10877  34153  60112
10877  34317  46800
10877  34769  53248
10877  36517  41236
10877  36517  60048
10877  37037  58357
10877  43732  47824
10877  45253  58000
10877  46800  49049
10877  46800  57232
10877  49972  60173
10877  49972  61044
10877  55573  63700
10877  56628  57564
10877  58357  65154
10878  13     34769
10878  13     53853
10878  37     3757
10878  37     49972
10878  37     54925
10878  111    37908
10878  117    437
10878  117    65268
10878  148    3757
10878  148    45253
10878  148    49972
10878  185    637
10878  195    44955
10878  208    4982
10878  333    42237
10878  370    15925
10878  637    740
10878  637    2960
10878  637    47360
10878  671    26325
10878  832    2898
10878  1850   7020
10878  1850   28080
10878  1872   65268
10878  2396   10192
10878  2548   30465
10878  2548   56232
10878  2615   15028
10878  2774   5733
10878  2925   15524
10878  2925   34317
10878  2925   50065
10878  2925   53853
10878  2925   57232
10878  2960   12493
10878  2997   51597
10878  3328   34769
10878  3328   53853
10878  3757   37888
10878  4212   6259
10878  4212   7696
10878  4995   19773
10878  5200   14771
10878  5394   9477
10878  5733   26714
10878  5733   44384
10878  5733   47389
10878  5920   15925
10878  6364   28717
10878  7205   26325
10878  7303   12493
10878  7303   49972
10878  7546   33813
10878  9298   43732
10878  9472   54925
10878  9477   21576
10878  9477   24174
10878  9477   33823
10878  9477   60181
10878  9725   27508
10878  10192  11840
10878  10192  38336
10878  10527  15925
10878  10933  31335
10878  11700  15524
10878  11700  21966
10878  11700  34091
10878  11700  34317
10878  11700  50065
10878  11700  62096
10878  11988  54925
10878  12493  38907
10878  12493  64742
10878  13039  60112
10878  14504  51597
10878  14762  49972
10878  15028  22078
10878  15028  24400
10878  15028  41840
10878  15522  15925
10878  15925  20746
10878  15925  21191
10878  15925  63555
10878  16317  54925
10878  16848  21966
10878  16848  46696
10878  17629  60112
10878  17891  54925
10878  19573  26325
10878  19773  36436
10878  20800  59084
10878  23125  65533
10878  24037  35520
10878  24050  51597
10878  25036  46800
10878  28416  37908
10878  29524  37908
10878  29952  65268
10878  32079  63700
10878  32412  37908
10878  33813  40904
10878  33813  60125
10878  34354  49972
10878  37888  45253
10878  37888  49972
10878  37908  60611
10878  39103  51597
10878  43732  49227
10878  43732  59575
10878  44955  49920
10878  46038  63700
10878  47952  51597
10878  49661  61893
10878  49920  50314
10878  49972  64742
10878  51597  55573
10878  51597  59940
10878  51809  63700
10878  54085  63700
10878  58357  63627
10878  64935  65533
10879  13     4982
10879  13     38907
10879  13     41443
10879  13     54508
10879  52     18277
10879  52     19739
10879  52     61945
10879  117    10744
10879  185    10192
10879  208    19573
10879  208    53853
10879  208    54508
10879  218    49972
10879  370    63700
10879  437    468
10879  481    4212
10879  592    3757
10879  592    49972
10879  592    54925
10879  599    637
10879  637    9584
10879  637    10392
10879  637    56232
10879  740    10192
10879  818    6877
10879  818    27508
10879  832    4982
10879  832    12155
10879  832    18277
10879  872    49972
10879  1053   7696
10879  1300   27739
10879  1300   59084
10879  1573   44469
10879  1755   1850
10879  2368   15028
10879  2368   49972
10879  2396   2548
10879  2548   10392
10879  2548   38336
10879  2925   3881
10879  2960   10192
10879  2989   43732
10879  3120   50314
10879  3328   4982
10879  3328   38907
10879  3328   41443
10879  3328   54508
10879  3577   46800
10879  3598   58357
10879  3753   36517
10879  3757   9472
10879  3757   17629
10879  3757   18471
10879  3757   57605
10879  4239   22932
10879  4982   53248
10879  5328   42237
10879  5394   37908
10879  5920   63700
10879  6292   44469
10879  6794   36517
10879  6834   15028
10879  6992   7488
10879  7020   29600
10879  7188   22932
10879  8125   24721
10879  8991   15925
10879  9472   49972
10879  9477   25999
10879  9477   40293
10879  9477   55500
10879  10192  47360
10879  10392  40768
10879  10527  40768
10879  10736  26325
10879  10744  29952
10879  10865  15028
10879  10865  60112
10879  10908  60112
10879  11700  33036
10879  11988  51597
10879  13183  45253
10879  13312  18277
10879  13312  19739
10879  13312  61945
10879  13431  48373
10879  13558  51597
10879  13952  49972
10879  15028  34154
10879  15028  57605
10879  15524  46800
10879  15925  34618
10879  16848  48951
10879  16848  49704
10879  17797  38367
10879  17797  47824
10879  19573  53248
10879  20746  63700
10879  20800  36436
10879  21433  21853
10879  21576  37908
10879  23793  27508
10879  24037  65505
10879  25999  37908
10879  26815  27508
10879  28080  29600
10879  29542  37908
10879  30184  54925
10879  30843  42237
10879  31213  38367
10879  31286  37908
10879  33300  49972
10879  33839  51597
10879  34632  37908
10879  34709  60112
10879  36517  58243
10879  37908  43272
10879  37908  59135
10879  39586  43732
10879  40909  49972
10879  41625  48373
10879  42108  51597
10879  45253  45919
10879  45253  52732
10879  46800  53853
10879  47952  54925
10879  48543  49972
10879  49972  55808
10879  53248  53853
10879  53248  54508
10879  54994  63700
10879  57568  58357
10880  13     13627
10880  13     19573
10880  13     57232
10880  13     61945
10880  37     15028
10880  52     12137
10880  52     13627
10880  52     41443
10880  52     52698
10880  52     54508
10880  87     45253
10880  148    15028
10880  208    13627
10880  208    38907
10880  208    41443
10880  468    44506
10880  481    1053
10880  599    10192
10880  637    23125
10880  682    37908
10880  832    12137
10880  832    17367
10880  832    41443
10880  832    52446
10880  832    54508
10880  832    61945
10880  1053   49704
10880  1480   22932
10880  1573   13357
10880  1647   24037
10880  1755   29600
10880  1776   37908
10880  2220   24037
10880  2396   40768
10880  2548   11840
10880  2925   3577
10880  2925   62096
10880  2997   54925
10880  3328   13627
10880  3328   19573
10880  3328   57232
10880  3328   61945
10880  3757   10865
10880  3757   32634
10880  3757   34709
10880  3881   46800
10880  5733   16956
10880  5733   33875
10880  5733   39146
10880  5733   51409
10880  7488   16317
10880  7488   59135
10880  8103   9477
10880  8125   26205
10880  8325   12493
10880  8658   37908
10880  9109   20800
10880  9477   34262
10880  9477   34632
10880  9477   63702
10880  9584   10192
10880  10192  10392
10880  10933  11956
10880  10933  37192
10880  10933  47824
10880  10933  59575
10880  11100  15028
10880  11100  45253
10880  11700  25036
10880  11700  28820
10880  11840  40768
10880  12137  13312
10880  12493  13434
10880  12493  40909
10880  12493  53736
10880  13080  15028
10880  13312  41443
10880  13312  52698
10880  13357  25168
10880  13434  49972
10880  13627  53248
10880  15028  21730
10880  15028  26538
10880  15028  37888
10880  15925  42108
10880  15925  46038
10880  15925  54994
10880  15925  62594
10880  17367  46800
10880  17505  61893
10880  17917  51597
10880  18471  60112
10880  18634  19773
10880  20800  27739
10880  21730  60112
10880  21853  48100
10880  22277  49972
10880  22932  27497
10880  23569  33813
10880  24037  26352
10880  24037  27160
10880  24037  61421
10880  25519  65533
10880  28717  33158
10880  28717  42108
10880  32500  64103
10880  32634  60112
10880  33007  46800
10880  33813  39059
10880  33823  37908
10880  34632  51597
10880  35245  37908
10880  35770  37908
10880  37908  40293
10880  38336  40768
10880  38907  53248
10880  43732  50634
10880  43732  56252
10880  49972  53736
10880  51597  58016
10880  60112  61276
10881  37     45253
10881  52     17367
10881  52     52446
10881  185    2548
10881  185    40768
10881  185    49972
10881  208    5311
10881  208    57232
10881  208    61945
10881  437    7488
10881  481    12493
10881  592    15028
10881  592    45253
10881  599    2548
10881  637    42108
10881  682    9477
10881  740    2548
10881  740    12493
10881  740    40768
10881  832    13627
10881  832    48620
10881  832    52698
10881  1053   6253
10881  1300   36436
10881  1305   48373
10881  1573   35557
10881  1748   26325
10881  2220   17797
10881  2548   2960
10881  2548   9584
10881  2548   10527
10881  2548   47360
10881  2548   55559
10881  2649   22932
10881  2686   26325
10881  2728   37908
10881  2775   60112
10881  2925   17367
10881  2925   33007
10881  2960   40768
10881  3272   6877
10881  3272   27508
10881  3626   51597
10881  3757   37818
10881  3757   41820
10881  3757   47138
10881  3757   61276
10881  4212   33751
10881  4212   49704
10881  5220   48373
10881  5311   53248
10881  5733   10596
10881  5733   16998
10881  5733   54994
10881  6292   35557
10881  6381   32500
10881  6588   24037
10881  6877   38900
10881  6877   52352
10881  7105   45253
10881  7488   44506
10881  7593   12493
10881  7696   12493
10881  7696   16848
10881  7696   39325
10881  8235   21853
10881  8658   51597
10881  8954   10933
10881  8991   63700
10881  9298   10933
10881  9472   15028
10881  9472   45253
10881  9477   27195
10881  9477   57801
10881  9477   60611
10881  10192  23125
10881  10192  42108
10881  10908  15028
10881  10933  25039
10881  10933  35816
10881  11700  14308
10881  11700  17367
10881  12493  22277
10881  12493  26491
10881  12493  63750
10881  13312  13627
10881  13312  17367
10881  13312  52446
10881  13312  54508
10881  14058  40768
10881  14157  14430
10881  15028  22875
10881  15028  34709
10881  15028  43460
10881  15028  61276
10881  15925  23441
10881  15925  37518
10881  16998  22932
10881  17797  35520
10881  19317  22932
10881  21312  42237
10881  21755  49972
10881  21853  32269
10881  22272  45253
10881  22593  25168
10881  22932  41610
10881  24037  28420
10881  24749  46800
10881  25168  35557
10881  26325  27968
10881  26325  28178
10881  26325  42944
10881  26325  42976
10881  26325  59135
10881  26491  49972
10881  27176  36517
10881  27508  52352
10881  28820  46800
10881  29190  45253
10881  29212  49972
10881  31391  54925
10881  32269  33813
10881  33300  58357
10881  33813  59379
10881  33813  63936
10881  35513  46800
10881  35816  43732
10881  36517  51018
10881  37908  60181
10881  40768  47360
10881  40768  51722
10881  40768  55559
10881  40768  62530
10881  41443  53248
10881  42237  47138
10881  44400  60112
10881  45987  51597
10881  46800  61945
10881  46800  62096
10881  47138  60112
10881  47360  49972
10881  48373  58769
10881  53248  57232
10881  56277  56628
10881  57605  60112
10881  59575  63700
10882  13     3577
10882  13     4517
10882  13     18068
10882  13     30431
10882  37     12493
10882  52     4982
10882  52     25776
10882  52     40115
10882  117    19573
10882  148    12493
10882  185    18772
10882  325    59084
10882  468    671
10882  468    65268
10882  481    16848
10882  555    17797
10882  599    40768
10882  671    7488
10882  832    23099
10882  832    57803
10882  1300   9109
10882  1300   49049
10882  1332   42237
10882  1392   45253
10882  1573   22593
10882  1755   7400
10882  1924   39325
10882  2548   14058
10882  2548   62530
10882  2684   26325
10882  2775   3757
10882  2925   24749
10882  2925   28820
10882  2925   35513
10882  2925   38907
