This file is an ordered list of all 16bit choices for a miller-rabin base to use
in conjunction with base 2, when doing primality testing of a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to both of
the following bases: base[0]=2 and base[1]=the_listed_base_number.

total pseudoprimes   base number
1309631  64983
1309632  52381
1309633  497
1309633  53762
1309633  2134
1309634  44228
1309637  36685
1309639  56870
1309639  28171
1309639  62250
1309639  13664
1309641  48551
1309642  32363
1309644  3255
1309644  7961
1309645  54948
1309645  11057
1309646  37665
1309648  51275
1309648  12586
1309649  41110
1309649  31808
1309649  16246
1309650  4468
1309651  41745
1309654  50344
1309654  10512
1309655  53993
1309655  50778
1309656  28033
1309656  48826
1309657  48565
1309658  56056
1309658  60137
1309660  2364
1309662  37150
1309663  37510
1309663  17836
1309664  657
1309665  40194
1309666  45821
1309668  9310
1309670  61248
1309672  1988
1309674  5886
1309677  62010
1309679  23162
1309680  47300
1309681  27258
1309683  61887
1309683  3828
1309686  41697
1309695  13020
1309696  54594
1309696  55424
1309697  13130
1309698  836
1309698  2826
1309698  52520
1309699  3464
1309700  45242
1309700  14246
1309700  13376
1309700  45216
1309701  14014
1309701  17872
1309702  27560
1309702  9331
1309703  957
1309703  26649
1309704  10098
1309705  24563
1309705  9456
1309706  5781
1309707  591
1309707  34853
1309708  5124
1309708  24420
1309709  50815
1309709  64984
1309709  37324
1309710  49515
1309711  26266
1309712  9163
1309712  1995
1309713  25389
1309713  15312
1309713  53981
1309716  62799
1309717  12413
1309718  59220
1309718  23136
1309718  33946
1309719  36652
1309719  22124
1309720  1358
1309721  49652
1309721  29423
1309722  6890
1309722  19453
1309725  51992
1309726  1827
1309726  20496
1309727  6183
1309728  31920
1309728  1446
1309728  43302
1309730  1117
1309730  9050
1309731  7980
1309731  6451
1309731  56252
1309732  28751
1309734  14805
1309734  19362
1309735  57429
1309736  31526
1309736  40317
1309737  25434
1309737  51736
1309738  27549
1309739  395
1309739  9660
1309740  1387
1309740  25211
1309741  50055
1309743  64726
1309743  58013
1309745  35067
1309746  24732
1309747  25172
1309748  29232
1309748  7549
1309749  21728
1309750  11304
1309750  60550
1309750  40214
1309751  27170
1309752  14063
1309753  5531
1309753  15827
1309753  19515
1309753  33957
1309753  30213
1309754  39274
1309755  49395
1309756  18825
1309756  23131
1309756  24939
1309758  51536
1309758  18261
1309759  40452
1309759  25875
1309760  25804
1309760  33131
1309761  44226
1309763  1610
1309763  1281
1309765  60165
1309766  7707
1309767  6370
1309768  3680
1309768  230
1309769  52075
1309769  33619
1309769  59437
1309770  61459
1309771  14394
1309771  17642
1309773  13737
1309773  63855
1309773  38325
1309774  6293
1309774  38800
1309776  16100
1309776  5432
1309776  31917
1309777  20196
1309777  36200
1309777  30196
1309778  17259
1309780  53079
1309780  32617
1309781  58880
1309781  52390
1309781  2425
1309781  22192
1309782  34605
1309783  4459
1309784  25760
1309785  53018
1309785  39834
1309785  53504
1309786  209
1309787  23711
1309787  28950
1309787  6440
1309787  56984
1309788  5548
1309789  42189
1309792  19476
1309792  11484
1309792  58158
1309793  6105
1309793  7679
1309793  3221
1309793  21984
1309793  6320
1309796  12998
1309797  50725
1309797  1580
1309800  33867
1309800  17450
1309801  46529
1309801  1740
1309801  12934
1309801  43961
1309801  4869
1309801  40082
1309802  51871
1309802  3344
1309803  5207
1309803  12884
1309804  46286
1309804  39242
1309805  40763
1309805  44251
1309806  15386
1309806  44417
1309807  5911
1309807  57576
1309808  45936
1309809  31556
1309809  31891
1309810  920
1309811  36595
1309811  4887
1309812  7308
1309812  7889
1309813  25280
1309814  11281
1309815  3573
1309815  53911
1309815  9700
1309816  18667
1309816  34372
1309818  1374
1309819  23124
1309819  8593
1309820  2871
1309822  30716
1309822  43449
1309822  14720
1309823  61394
1309823  15236
1309825  49276
1309825  32193
1309826  36297
1309827  63308
1309829  11942
1309829  13832
1309830  64493
1309831  32179
1309831  54733
1309832  55816
1309832  11096
1309833  25926
1309833  27840
1309834  12598
1309834  29449
1309836  10950
1309836  19548
1309837  14286
1309837  8037
1309838  15922
1309838  60266
1309839  16425
1309840  28794
1309840  18099
1309841  57168
1309842  5496
1309843  10663
1309843  38640
1309843  42652
1309843  51764
1309843  55328
1309843  26222
1309845  10998
1309846  30828
1309846  3458
1309847  21924
1309847  25480
1309848  65286
1309849  64400
1309849  13604
1309849  38586
1309851  50392
1309852  18326
1309852  1961
1309853  2415
1309853  30710
1309854  10623
1309856  17784
1309856  24887
1309856  46393
1309859  48802
1309859  50715
1309859  45785
1309860  52882
1309860  30025
1309861  46262
1309861  32148
1309861  12941
1309861  4025
1309862  3401
1309863  18211
1309863  34741
1309864  64737
1309864  43358
1309865  12319
1309865  49851
1309867  60600
1309867  13954
1309868  33363
1309868  5481
1309868  23644
1309869  26223
1309869  10113
1309869  62505
1309870  30078
1309870  64710
1309870  34987
1309871  32153
1309873  50515
1309873  24258
1309874  4446
1309874  22147
1309875  57743
1309875  42863
1309875  29841
1309876  28510
1309876  31376
1309877  30325
1309877  28225
1309878  29144
1309878  5784
1309879  39572
1309882  2169
1309882  32994
1309882  30148
1309883  33509
1309885  2696
1309885  52982
1309885  63821
1309886  42559
1309887  40733
1309887  43992
1309888  5247
1309888  25253
1309889  5049
1309889  5278
1309891  11257
1309891  20828
1309892  45587
1309893  58608
1309893  50422
1309893  52757
1309893  42826
1309894  13216
1309895  63688
1309895  60901
1309895  15150
1309896  54416
1309898  826
1309898  52603
1309898  52864
1309899  9321
1309899  53119
1309899  32379
1309899  2506
1309900  43856
1309900  14292
1309901  30045
1309902  21313
1309902  34704
1309902  62097
1309903  62547
1309903  13856
1309905  57525
1309905  38900
1309906  10024
1309907  36960
1309907  36602
1309908  43800
1309909  26446
1309910  3304
1309910  31005
1309911  20502
1309914  47389
1309914  61544
1309914  49269
1309915  43136
1309915  29306
1309915  6973
1309916  24750
1309917  866
1309917  19348
1309917  19018
1309918  19450
1309919  52393
1309919  42325
1309919  6960
1309919  674
1309919  3663
1309919  42492
1309919  15841
1309920  44031
1309920  9893
1309920  2774
1309921  20988
1309921  33159
1309921  9455
1309922  44435
1309922  10784
1309922  57521
1309923  3809
1309925  39374
1309925  36897
1309925  20902
1309926  29905
1309926  45441
1309926  58708
1309926  20030
1309927  29804
1309927  33050
1309928  37284
1309929  40096
1309929  53429
1309930  35134
1309931  7304
1309931  27892
1309932  37663
1309933  30878
1309934  60588
1309934  30708
1309934  47768
1309935  58260
1309935  6590
1309935  14652
1309935  33490
1309936  22200
1309936  30333
1309936  435
1309936  35499
1309936  50773
1309936  22253
1309939  22601
1309939  24413
1309940  7286
1309940  44384
1309940  11237
1309941  2741
1309943  7537
1309943  43649
1309943  47647
1309944  20214
1309945  25534
1309946  37820
1309946  57144
1309947  54831
1309948  32364
1309948  12666
1309949  9240
1309949  10964
1309949  23290
1309950  30479
1309950  8046
1309950  1538
1309952  2310
1309952  42650
1309954  8091
1309955  5550
1309955  26360
1309956  63364
1309956  51145
1309957  61218
1309957  22114
1309957  14051
1309959  34991
1309959  60944
1309960  45202
1309961  14565
1309961  20031
1309961  48438
1309962  4140
1309964  11288
1309964  26117
1309966  19786
1309966  8676
1309967  37491
1309968  7451
1309968  6152
1309969  21112
1309969  56640
1309969  51881
1309969  39241
1309969  8840
1309970  19850
1309970  45124
1309970  22485
1309971  63782
1309973  14677
1309974  8321
1309974  14160
1309975  39733
1309976  29216
1309977  3540
1309977  31959
1309977  24608
1309979  57849
1309980  38375
1309980  7844
1309981  38853
1309983  19775
1309984  60173
1309984  8269
1309985  35182
1309985  58179
1309986  1826
1309986  65367
1309987  33838
1309987  18850
1309987  53111
1309988  885
1309989  12741
1309989  63592
1309990  17186
1309991  56204
1309991  30690
1309991  25277
1309993  33229
1309994  57508
1309995  56483
1309995  21069
1309996  56491
1309996  38724
1309996  19959
1309996  58350
1309996  42597
1309997  14945
1309999  50664
1310001  7677
1310001  2210
1310001  15147
1310003  45028
1310003  43205
1310003  22033
1310003  41502
1310003  7234
1310004  44948
1310005  12366
1310006  53666
1310006  364
1310008  54087
1310008  30190
1310008  31527
1310009  44582
1310009  54113
1310011  19687
1310012  46686
1310013  53857
1310013  28936
1310013  52616
1310013  4837
1310014  6467
1310015  2244
1310015  47699
1310015  914
1310016  35904
1310016  30263
1310017  32184
1310018  39163
1310020  44949
1310021  25733
1310022  4550
1310022  34518
1310023  28745
1310025  57183
1310025  24424
1310027  17263
1310028  24911
1310028  35866
1310028  25823
1310029  48499
1310029  49476
1310029  42039
1310029  10719
1310030  18755
1310031  8245
1310031  5824
1310032  37390
1310032  50145
1310033  49464
1310034  42876
1310034  1240
1310034  30151
1310034  35302
1310035  55153
1310035  41258
1310036  35511
1310036  32807
1310036  33791
1310037  45420
1310038  33284
1310038  35360
1310039  17982
1310040  43304
1310040  63797
1310040  16204
1310041  47192
1310043  35406
1310043  13728
1310046  36065
1310046  53859
1310046  55480
1310047  24330
1310048  48559
1310048  14646
1310048  48274
1310048  20640
1310049  15726
1310049  9681
1310049  3003
1310049  14624
1310049  32980
1310050  2771
1310050  1290
1310051  29064
1310051  31679
1310052  62606
1310052  34530
1310052  26607
1310053  41953
1310053  1035
1310054  49878
1310054  13154
1310054  19896
1310055  12012
1310056  60402
1310056  8976
1310057  2713
1310057  27372
1310057  4974
1310057  22895
1310058  16642
1310058  25577
1310058  17570
1310058  4222
1310058  44336
1310058  59780
1310059  46767
1310060  14037
1310062  55458
1310062  58496
1310063  15898
1310063  16560
1310063  5080
1310063  9725
1310064  7656
1310065  58672
1310066  48048
1310067  58432
1310067  25868
1310067  27066
1310067  40729
1310068  10826
1310069  3545
1310069  52731
1310069  17325
1310069  36331
1310070  3656
1310070  858
1310070  40393
1310070  56342
1310071  21630
1310071  14608
1310071  28606
1310072  47236
1310072  6926
1310072  43408
1310072  62600
1310073  27704
1310073  14900
1310074  40218
1310074  29302
1310075  49346
1310075  44294
1310075  561
1310075  56148
1310075  2779
1310077  35194
1310077  1340
1310078  54190
1310078  24130
1310079  46248
1310079  3652
1310079  63627
1310079  9765
1310080  5597
1310080  24066
1310081  1245
1310081  58121
1310081  18380
1310081  25848
1310081  65166
1310082  31701
1310082  61727
1310082  56720
1310082  49345
1310082  54587
1310082  32746
1310083  62027
1310083  30609
1310083  59997
1310083  25362
1310083  913
1310083  15650
1310084  18200
1310084  5160
1310084  14180
1310084  63054
1310084  5505
1310084  34750
1310085  19920
1310085  13870
1310085  46431
1310087  335
1310087  11084
1310087  61087
1310088  50964
1310088  29061
1310090  47585
1310091  4980
1310092  63321
1310092  42044
1310092  22325
1310093  43606
1310093  21545
1310093  9034
1310094  58584
1310095  22578
1310095  19621
1310095  11355
1310095  10852
1310096  31860
1310097  59600
1310097  12369
1310098  15634
1310098  7090
1310099  11500
1310099  11562
1310099  63940
1310100  3725
1310100  44464
1310101  20320
1310101  62904
1310102  58943
1310102  59441
1310102  21440
1310102  46000
1310103  13296
1310103  9594
1310103  27819
1310104  18865
1310104  44850
1310105  5360
1310105  42009
1310106  7171
1310106  54749
1310107  33654
1310107  52945
1310107  16888
1310107  56717
1310107  52030
1310108  17022
1310108  1456
1310108  33076
1310109  11798
1310109  51422
1310109  4960
1310109  52153
1310110  18590
1310111  44802
1310112  14377
1310112  24534
1310112  31125
1310112  709
1310112  60117
1310113  6843
1310113  19840
1310113  23296
1310113  12364
1310114  17413
1310114  4051
1310114  52646
1310114  36136
1310115  36198
1310116  54912
1310116  3667
1310116  91
1310116  310
1310116  24744
1310117  43046
1310118  7266
1310118  41220
1310118  6106
1310118  56849
1310119  55731
1310119  15660
1310119  62536
1310119  2875
1310119  32373
1310120  22388
1310120  8530
1310120  39585
1310120  55270
1310121  19170
1310121  31122
1310121  48325
1310121  48359
1310122  831
1310122  60851
1310122  31690
1310123  11809
1310123  7965
1310123  45642
1310123  24547
1310123  3432
1310124  36522
1310124  33650
1310125  50395
1310126  10511
1310126  32134
1310128  45675
1310128  56021
1310128  9194
1310128  64816
1310129  23146
1310129  25175
1310130  54507
1310130  3915
1310131  38985
1310131  4595
1310131  45987
1310131  26296
1310132  1270
1310133  46070
1310133  12112
1310133  27146
1310133  34533
1310133  51041
1310133  26415
1310134  45152
1310134  17777
1310137  64547
1310137  59790
1310139  25380
1310139  28684
1310139  45376
1310140  48448
1310140  2836
1310142  57918
1310143  41131
1310144  29670
1310144  33399
1310144  30630
1310144  21363
1310145  757
1310145  52439
1310145  2226
1310146  3597
1310146  23709
1310147  2822
1310148  38376
1310148  21438
1310149  58389
1310150  3324
1310150  16306
1310150  6462
1310150  47645
1310150  27122
1310151  46324
1310152  15498
1310152  9885
1310153  56295
1310153  46579
1310153  56364
1310153  11344
1310154  62640
1310155  64778
1310155  63489
1310155  39550
1310156  51435
1310156  25083
1310156  35616
1310156  36524
1310157  29651
1310158  51325
1310158  10589
1310158  42670
1310159  61992
1310159  8821
1310159  6186
1310159  50202
1310160  56724
1310161  36113
1310161  11465
1310161  18695
1310162  53789
1310162  1122
1310162  16150
1310163  13280
1310164  57552
1310164  3028
1310164  45860
1310164  17952
1310164  8904
1310165  17317
1310165  34120
1310165  19894
1310165  20120
1310165  19347
1310165  57110
1310166  36776
1310167  8382
1310168  20944
1310169  51474
1310169  14668
1310170  22850
1310171  25642
1310172  17104
1310172  58805
1310172  60245
1310174  11446
1310175  5950
1310175  26327
1310175  18728
1310175  14091
1310176  24040
1310178  51605
1310178  1069
1310179  32740
1310180  15985
1310181  60653
1310182  30198
1310182  60526
1310182  11581
1310183  52971
1310184  51885
1310184  11116
1310184  6442
1310185  29895
1310185  39540
1310185  830
1310185  60217
1310185  16824
1310185  55220
1310186  17534
1310186  35516
1310187  64609
1310187  28637
1310187  53184
1310187  16929
1310187  42766
1310187  20098
1310189  35403
1310189  55243
1310189  3091
1310191  7323
1310191  14568
1310192  19293
1310193  52056
1310193  7333
1310193  43090
1310193  1577
1310193  51958
1310194  49456
1310194  18425
1310195  25091
1310195  58272
1310196  25768
1310196  14388
1310196  38223
1310197  62773
1310198  39222
1310198  35910
1310198  13014
1310198  8043
1310199  27495
1310199  28360
1310200  55459
1310200  23639
1310201  50826
1310201  39445
1310202  4488
1310202  27351
1310202  8420
1310202  1309
1310203  24475
1310204  46845
1310204  9085
1310204  8185
1310204  55936
1310205  36404
1310205  3496
1310206  5236
1310207  22020
1310208  49478
1310208  27135
1310208  31037
1310208  12267
1310208  5030
1310209  16378
1310209  35284
1310209  21794
1310210  17324
1310210  32497
1310211  45784
1310211  39105
1310212  874
1310212  21956
1310212  31934
1310213  10305
1310213  29332
1310213  12212
1310213  48848
1310214  14181
1310214  29292
1310214  17597
1310215  6345
1310215  62450
1310216  51105
1310216  64600
1310216  13984
1310216  53973
1310217  3642
1310217  58687
1310217  24357
1310217  30872
1310217  62830
1310218  33033
1310220  60156
1310220  59033
1310221  25999
1310221  64296
1310222  22444
1310222  54222
1310223  24120
1310223  25285
1310224  30624
1310224  45665
1310225  56509
1310225  6030
1310225  4206
1310225  45468
1310225  49374
1310226  21358
1310227  50570
1310227  21130
1310228  18401
1310228  50684
1310228  64477
1310228  30214
1310229  46621
1310229  33528
1310229  58705
1310230  52943
1310230  65109
1310230  64433
1310230  9748
1310230  1346
1310231  29018
1310231  13004
1310231  25342
1310232  24456
1310232  16993
1310232  25719
1310232  39897
1310233  47339
1310233  28863
1310233  48339
1310233  18672
1310234  3053
1310234  59878
1310234  40525
1310234  7863
1310235  1914
1310236  36063
1310236  26323
1310236  19315
1310236  48962
1310236  34545
1310237  10375
1310237  23800
1310237  2105
1310237  21969
1310237  20165
1310237  52703
1310238  53033
1310238  37843
1310238  25482
1310238  34350
1310238  4746
1310238  7490
1310238  9131
1310239  52586
1310240  65224
1310240  6574
1310240  4682
1310240  25232
1310240  23951
1310241  44289
1310241  43221
1310241  50310
1310242  15480
1310242  48730
1310243  60934
1310243  1055
1310243  41589
1310244  46219
1310244  21679
1310244  8879
1310245  21637
1310245  52577
1310245  49068
1310246  4668
